index,sentences,greeting,misc:books,misc:hats,misc:balls,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement,thanks,numeric,same,annotated,cluster
18238,hey there ! i'd like the book and you can have everything else .,True,,,,,,,,,,,,False,,False,False,-1
18239,"i will not give up the book as nothing else holds value to me , but you can have everything else . i just want the book .",False,,,,,,,,,,,,False,,False,False,-1
18240,how i get the book one hat and two balls,False,,,,,,,,,,,,False,,False,False,25
18241,ok deal,False,,,,,,,,,,,Full,False,,False,True,3
18242,hello . i would like both hats and a ball .,True,,,,,,,,,,,,False,,False,False,17
18243,i need both hats and a ball for the deal .,False,,,,,,,,,,,,False,,False,False,19
18244,how about you get both hats and a book ?,False,,,,,,,,,,,,False,,False,False,18
18245,"ok , i agree .",False,,,,,,,,,,,,False,,False,False,-1
18246,only if i get the rest,False,,,,,,,,,,,,False,,False,False,16
18247,deal .,False,,,,,,,,,,,Full,False,,False,True,13
18248,i need the hat .,False,,,,,,,,,,,,False,,False,False,19
18249,"deal . i take the hat , you take the 2 balls and 2 books .",False,,,,,,,,,,,,False,,False,False,25
18250,book and one hat for me,False,,,,1,1,,,,,,,False,,False,True,27
18251,deal,False,,,,,,,,,,,Full,False,,False,True,0
18252,you can have the book and 2 hats .,False,,,,,,,,,,,,False,,False,False,20
18253,great !,False,,,,,,,,,,,Full,False,,False,True,-1
18254,balls and two hats for me,False,,,,,2,all,,,,,,False,,False,True,19
18255,i'd like the hat and 1 ball .,False,,,,,,,,,,,,False,,False,False,19
18256,hat is 8 for me . i can't deal without it .,False,,,,,,,,,,,,False,,False,False,-1
18257,sounds good .,False,,,,,,,,,,,Full,False,,False,True,-1
18258,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
18259,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
18260,you can have the balls but i'd like the hat and at least one book,False,,,,,,,,,,,,False,,False,False,23
18261,it's 7 for me so i guess we'll just wait for the no deal button,False,,,,,,,,,,,,False,,False,False,16
18262,ok,False,,,,,,,,,,,Full,False,,False,True,5
18263,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18264,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18265,how about i get a hat and a book and you get the rest ?,False,,,,,,,,,,,,False,,False,False,27
18266,deal,False,,,,,,,,,,,Full,False,,False,True,0
18267,i'd like all balls and 1 book please,False,,,,,,,,,,,,False,,False,False,29
18268,okay i'll take 3 balls a book and a hat . deal ?,False,,,,,,,,,,,,False,,False,False,7
18269,i would much rather have a book and 2 balls ! i don't need to wear a hat .,False,,,,,,,,,,,,False,,False,False,34
18270,i want the book . i don't think ifts fair if not .,False,,,,,,,,,,,,False,,False,False,34
18271,hi i will give you a book and three hats for 2 balls,True,,,,,,,,,,,,False,,False,False,7
18272,all i can give you is hats and one ball,False,,,,,,,,all,1,,,False,,False,True,19
18273,i meant one book im sorry,False,,,,,,,,,,,,False,,False,False,-1
18274,i'd like hats .,False,,,,,,,,,,,,False,,False,False,19
18275,no deal . i can do 2 hats and 1 book .,False,,,,,,,,,,,,False,,False,False,20
18276,i can let you have two of them if i get everything else .,False,,,,,,,,,,,,False,,False,False,19
18277,"hmm . no , that doesn't work . okay , fair enough , you can have all the hats and i get the book and balls .",False,,,,,,,,,,,,False,,False,False,-1
18278,hello i would like the book and the hats please .,True,,,,,,,,,,,,False,,False,False,22
18279,"the balls are of not value to me , i do need the book and at least 1 hat",False,,,,,,,,,,,,False,,False,False,34
18280,that works . deal,False,,,,,,,,,,,,False,,False,False,16
18281,"hi there ! id like the hat and book , and you can have the hats .",True,,,,,,,,,,,,False,,False,False,23
18282,"how about i keep the ball , and you can have all three hats ?",False,,,,,,,,,,,,False,,False,False,7
18283,i need ball and 2 hats,False,,,,,,,,,,,,False,,False,False,19
18284,deal,False,,,,,,,,,,,Full,False,,False,True,0
18285,i'll take the book and 1 ball please .,False,,,,,,,,,,,,False,,False,False,29
18286,alright i will take the book . you take the rest .,False,,,,1,,,rest,rest,rest,,,False,,False,True,32
18287,book only,False,1,,,,,,,,,,,False,,False,True,-1
18288,great,False,,,,,,,,,,,Full,False,,False,True,-1
18289,i would love the ball,False,,,,,,,,,,,,False,,False,False,19
18290,deal,False,,,,,,,,,,,Full,False,,False,True,0
18291,you can have the ball if i can have the rest,False,,,,,,,,,,,,False,,False,False,19
18292,i'll take the books and the ball then,False,,,,,,,,,,,,False,,False,False,28
18293,i will give you 3 books for all your hats,False,,,,,,,,,,,,False,,False,False,7
18294,so then if you want 1 ball i will give you that and 2 books for all your hats,False,,,,,,,,,,,,False,,False,False,25
18295,how about i keep both books and give you both balls and we split the hats,False,,,,,,,,,,,,False,,False,False,-1
18296,ok,False,,,,,,,,,,,Full,False,,False,True,5
18297,"i need a book and a ball and a hat , how about that ?",False,,,,,,,,,,,,False,,False,False,36
18298,"i'd be more comfortable with both of the books , you can have everything else .",False,,,,,,,,,,,,False,,False,False,-1
18299,if i can have the book you can have the rest,False,,,,,,,,,,,,False,,False,False,32
18300,okay great ! thank you !,False,,,,,,,,,,,Full,False,,False,True,-1
18301,deal,False,,,,,,,,,,,Full,False,,False,True,0
18302,you can have the hats,False,,,,,,,,,,,,False,,False,False,19
18303,so deal i take the book and ball you take the hats,False,,,,,,,,,,,,False,,False,False,35
18304,ok,False,,,,,,,,,,,Full,False,,False,True,5
18305,"sorry , i need 3 hats and one book or ball",False,,,,,,,,,,,,False,,False,False,7
18306,that`s not fair sharing,False,,,,,,,,,,,,False,,False,False,16
18307,that`s 4 points for me . totally not fair,False,,,,,,,,,,,,False,,False,False,26
18308,then no deal sorry,False,,,,,,,,,,,,False,,False,False,16
18309,"hello , can i have the hats and books ?",True,,,,,,,,,,,,False,,False,False,18
18310,"okay you can have the ball and 1 book if i can have 2 hats and 1 book , is this a deal ?",False,,,,,,,,,,,,False,,False,False,25
18311,gimme ball and one book,False,,,,,,,,,,,,False,,False,False,29
18312,so you get 4 items ? no thanks ill take 2 hats and 2 balls then and throw in 2 books,False,,,,,,,,,,,,False,,False,False,26
18313,no ill give you 2 books only,False,,,,,,,,,,,,False,,False,False,20
18314,you take 2 books i get the rest thats 2 hats and 2 balls,False,,,,,,,,,,,,False,,False,False,25
18315,i'll give you 1 ball and a hat,False,,,,,,,,,,,,False,,False,False,19
18316,"nope , i'll give you 2 balls",False,,,,,,,,,,,,False,,False,False,19
18317,deal,False,,,,,,,,,,,Full,False,,False,True,0
18318,i will take the balls and the book . you can have the hats,False,,,,,,,,,,,,False,,False,False,35
18319,"hi , i'd like the book and the hats . you can have all the balls .",True,,,,,,,,,,,,False,,False,False,-1
18320,sounds good to me,False,,,,,,,,,,,,False,,False,False,16
18321,"i'd like the hats , you can have the rest .",False,,,,,,,,,,,,False,,False,False,19
18322,"okay , deal",False,,,,,,,,,,,Full,False,,False,True,12
18323,i'll trade you a ball for one hat,False,,,,,,,,,,,,False,,False,False,19
18324,i just want 2 hats and you could keep the rest,False,,,,,,,,,,,,False,,False,False,19
18325,deal,False,,,,,,,,,,,Full,False,,False,True,0
18326,what about one hat and one ball ?,False,,,,,,,,,,,,False,,False,False,19
18327,sounds good . 1 book and a ball,False,,,,,,,,,,,,False,,False,False,29
18328,"i'd like the books and the ball , you can keep the hats . : )",False,,,,,,,,,,,,False,,False,False,-1
18329,"i need the ball and hats are of no value to me . . . i'd prefer both books and a ball , but i will accept 1 book and 1 ball if you ; re unwilling .",False,,,,,,,,,,,,False,,False,False,34
18330,i want the hat and a book or ball,False,,,,,,,,,,,,False,,False,False,-1
18331,i need the hat as well,False,,,,,,,,,,,,False,,False,False,19
18332,are you sure ?,False,,,,,,,,,,True,,False,,False,True,16
18333,double triple sure ?,False,,,,,,,,,,,,False,,False,False,16
18334,really ? ?,False,,,,,,,,,,,,False,,False,False,16
18335,"hi i would like the hat and 1 book , you can have the balls and 1 book",True,,,,,,,,,,,,False,,False,False,29
18336,im sorry i cant make a deal without the hat . im willing to give you everything if i can keep the hat,False,,,,,,,,,,,,False,,False,False,19
18337,"ok , looks like we wont be able to reach a deal",False,,,,,,,,,,,,False,,False,False,16
18338,im sure . me keeping the hat and offering you the rest is the best i can do,False,,,,,,,,,,,,False,,False,False,19
18339,double triple sure,False,,,,,,,,,,,,False,,False,False,16
18340,i'll take the hat and two balls if that's cool,False,,,,,,,,,,,,False,,False,False,19
18341,"i need all 3 books , you can have the hat and the ball",False,,,,,,,,,,,,False,,False,False,7
18342,sounds great,False,,,,,,,,,,,,False,,False,False,16
18343,"hi , i just need the ball and one book",True,,,,,,,,,,,,False,,False,False,29
18344,"ok , thank you",False,,,,,,,,,,,,False,,False,False,16
18345,what would you like,False,,,,,,,,,,True,,False,,False,True,6
18346,"i want a million dollars two , you get one book and one ball",False,,,,,,,,,,,,False,,False,False,25
18347,how about two balls,False,,,,,,,,,,,,False,,False,False,19
18348,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18349,"correct ,",False,,,,,,,,,,,,False,,False,False,-1
18350,beautiful,False,,,,,,,,,,,Full,False,,False,True,-1
18351,"i want the hat , you can have the rest .",False,,,,,,,,,,,,False,,False,False,19
18352,okay,False,,,,,,,,,,,Full,False,,False,True,4
18353,sounds good man .,False,,,,,,,,,,,,False,,False,False,16
18354,"i'd like both balls , you can have the rest",False,,,,,,,,,,,,False,,False,False,19
18355,deal,False,,,,,,,,,,,Full,False,,False,True,0
18356,that sounds perfectly alright to me . deal .,False,,,,,,,,,,,,False,,False,False,16
18357,"i need books , u have rest",False,,,,,,,,,,,,False,,False,False,-1
18358,i'd like the ball and the hat you can keep the rest .,False,,,,,,,,,,,,False,,False,False,19
18359,the only items of value to me are the hat and ball . i need both or no deal .,False,,,,,,,,,,,,False,,False,False,19
18360,"2 books for me , you can have all the rest",False,,,,2,,,rest,rest,rest,,,False,,False,True,20
18361,i want the ball and two books,False,,,,,,,,,,,,False,,False,False,25
18362,deal,False,,,,,,,,,,,Full,False,,False,True,0
18363,i would like the hat and you can have the rest .,False,,,,,,,,,,,,False,,False,False,19
18364,i have got to have the hat or i can't make a deal .,False,,,,,,,,,,,,False,,False,False,19
18365,ok deal .,False,,,,,,,,,,,Full,False,,False,True,4
18366,i need the hat and the ball,False,,,,,,,,,,,,False,,False,False,19
18367,"ok , i will go with 3 books and the ball",False,,,,,,,,,,,,False,,False,False,7
18368,ok,False,,,,,,,,,,,Full,False,,False,True,5
18369,"i need both books , you can have the rest",False,,,,,,,,,,,,False,,False,False,-1
18370,i want 2 books you can have the rest,False,,,,,,,,,,,,False,,False,False,20
18371,"sounds good to me , deal",False,,,,,,,,,,,,False,,False,False,16
18372,"if i can have 1 book and 2 hats , you can have the 2 balls .",False,,,,,,,,,,,,False,,False,False,25
18373,i'll take the 2 balls if that's ok ?,False,,,,,,,,,,,,False,,False,False,19
18374,deal !,False,,,,,,,,,,,Full,False,,False,True,-1
18375,give me ball u get rest or flip it,False,,,,,,,,,,,,False,,False,False,19
18376,take ball i get rest,False,,,,,,,,,,,,False,,False,False,19
18377,i'd like the ball and the hat .,False,,,,,,,,,,,,False,,False,False,17
18378,no thanks . i'd like the ball at least .,False,,,,,,,,,,,,False,,False,False,19
18379,i need both books and either a hat or the ball,False,,,,,,,,,,,,False,,False,False,36
18380,what do you need ?,False,,,,,,,,,,,,False,,False,False,16
18381,i can't do that . i need at least the books,False,,,,,,,,,,,,False,,False,False,-1
18382,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18383,need two books and one hat and one ball,False,,,,,,,,,,,,False,,False,False,25
18384,ok only books for you,False,,,,,,,,,,,,False,,False,False,-1
18385,gimme book and hat,False,,,,,,,,,,,,False,,False,False,-1
18386,no deals ?,False,,,,,,,,,,,,False,,False,False,16
18387,"i need book , you take rest",False,,,,,,,,,,,,False,,False,False,-1
18388,never,False,,,,,,,,,,,No Deal,False,,False,True,16
18389,ok how about you get two balls and i ll take the rest,False,,,,,,,,,,,,False,,False,False,19
18390,deal,False,,,,,,,,,,,Full,False,,False,True,0
18391,i need 2 hats and the book,False,,,,,,,,,,,,False,,False,False,20
18392,"ok i would like 1 hat , the book and 1 ball",False,,,,,,,,,,,,False,,False,False,29
18393,"i would like 1 hat , 1 book , and 1 ball",False,,,,,,,,,,,,False,,False,False,29
18394,you can have the book and one hat if i can have one hat and the 3 balls,False,,,,,,,,,,,,False,,False,False,7
18395,no i need the hat,False,,,,,,,,,,,,False,,False,False,19
18396,no . if you want the book then i need the hat and 3 balls,False,,,,,,,,,,,,False,,False,False,7
18397,"i will take 1 hat , 3 balls and you can have 1 hat , 1 book",False,,,,,,,,,,,,False,,False,False,7
18398,"then i need 1 hat , 2 balls , and the book",False,,,,,,,,,,,,False,,False,False,25
18399,ok,False,,,,,,,,,,,Full,False,,False,True,5
18400,i would like 2 hats and 2 balls,False,,,,,,,,,,,,False,,False,False,19
18401,"i can not do that deal , we split the hats .",False,,,,,,,,,,,,False,,False,False,16
18402,i would like 2 balls and you get one ball,False,,,,,,,,,,,,False,,False,False,19
18403,"i am a book worm and would love to have the book though , can you please give to me ?",False,,,,,,,,,,,,False,,False,False,-1
18404,"how about i take 2 hats and 1 book , you take all balls ?",False,,,,,,,,,,,,False,,False,False,25
18405,"i will take 2 balls , 1 hats and the book",False,,,,,,,,,,,,False,,False,False,25
18406,"i can not give up a hat , i need a hat . 1 hat , 1 ball 1 book ?",False,,,,,,,,,,,,False,,False,False,-1
18407,i need 1 ball atleast,False,,,,,,,,,,,,False,,False,False,19
18408,you can have the book . i want 1 hat 2 balls,False,,,,,,,,,,,,False,,False,False,25
18409,"gimme the hats , you take rest",False,,,,,,,,,,,,False,,False,False,19
18410,can give em up,False,,,,,,,,,,,,False,,False,False,16
18411,by can . . . . i mean't can't . sorry to get hopes up . we can split them ?,False,,,,,,,,,,,,False,,False,False,16
18412,i want the hats .,False,,,,,,,,,,,,False,,False,False,19
18413,can ? so i'll take the two hats and you get the rest ?,False,,,,,,,,,,,,False,,False,False,19
18414,fine . i'll take a hat and a book .,False,,,,,,,,,,,,False,,False,False,18
18415,i would like all the books and one ball,False,,,,,,,,,,,,False,,False,False,29
18416,thanks,False,,,,,,,,,,,Full,True,,False,True,12
18417,"i would like the balls , the rest to you",False,,,,,,,,,,,,False,,False,False,19
18418,deal,False,,,,,,,,,,,Full,False,,False,True,0
18419,i need the ball for this deal . how about i get the ball and a hat ?,False,,,,,,,,,,,,False,,False,False,19
18420,yes,False,,,,,,,,,,,Full,False,,False,True,9
18421,"if i can have the books and the ball , i can let you have all the hats",False,,,,,,,,,,,,False,,False,False,37
18422,so i get 2 books and 2 hats ?,False,,,,,,,,,,,,False,,False,False,20
18423,"ok , sounds like a deal",False,,,,,,,,,,,,False,,False,False,16
18424,no thank you .,False,,,,,,,,,,,,False,,False,False,16
18425,you will give me 4 balls ?,False,,,,,,,,,,,,False,,False,False,26
18426,sounds good .,False,,,,,,,,,,,Full,False,,False,True,-1
18427,hello ! i will give you a hat and two balls !,True,,,,,,,,,,,,False,,False,False,19
18428,how about four balls ?,False,,,,,,,,,,,,False,,False,False,26
18429,sure !,False,,,,,,,,,,,,False,,False,False,-1
18430,"i'd like all the balls , all the hats , and i quite fancy a book too ! just kidding . . . i would like 2 balls and a book or hat though .",False,,,,,,,,,,,,False,,False,False,-1
18431,no thank you . i don't really need a hat . i'll take two balls though . you can keep the rest .,False,,,,,,,,,,,,False,,False,False,-1
18432,i really do need both balls .,False,,,,,,,,,,,,False,,False,False,19
18433,thanks so much . good work team !,False,,,,,,,,,,,,False,,False,False,16
18434,how about i give you a hat and book and i take a hat and all the balls .,False,,,,,,,,,,,,False,,False,False,-1
18435,ill give you a ball and the book and ill take the 2 hats and 2 balls .,False,,,,,,,,,,,,False,,False,False,25
18436,ok ill take 2 hats the book and 1 ball .,False,,,,,,,,,,,,False,,False,False,25
18437,i really need to catch up on my reading . could i have the book and a couple of balls please,False,,,,,,,,,,,,False,,False,False,-1
18438,i can't give up my book,False,,,,,,,,,,,,False,,False,False,-1
18439,what if i keep the book and 1 ball,False,,,,,,,,,,,,False,,False,False,29
18440,i can give you all of the balls if i can have the hat and the book,False,,,,,,,,,,,,False,,False,False,37
18441,okay then can i have the hat and all of the balls ?,False,,,,,,,,,,,,False,,False,False,15
18442,okay that works . thank you !,False,,,,,,,,,,,,False,,False,False,16
18443,"i really need the hat , but you canhave all of the balls",False,,,,,,,,,,,,False,,False,False,19
18444,ok . that is fine,False,,,,,,,,,,,,False,,False,False,16
18445,may i have the hat and 2 of the balls ?,False,,,,,,,,,,,,False,,False,False,19
18446,my son loves cowboy hats . is there any way i can have just the hat and you can have everything else ?,False,,,,,,,,,,,,False,,False,False,-1
18447,one ball and one book,False,,,,,,,,,,,,False,,False,False,29
18448,ok two balls only,False,,,,,,,,,,,,False,,False,False,19
18449,i need the balls and at least one book,False,,,,,,,,,,,,False,,False,False,-1
18450,nope i need both balls,False,,,,,,,,,,,,False,,False,False,19
18451,that is fine,False,,,,,,,,,,,,False,,False,False,16
18452,if i can have the basket balls you can have the rest .,False,,,,,,,,,,,,False,,False,False,19
18453,deal .,False,,,,,,,,,,,Full,False,,False,True,13
18454,i can offer you one hat,False,,,,,,,,,,,,False,,False,False,19
18455,i can give you one book and both hats,False,,,,,,,,,,,,False,,False,False,27
18456,you can have the ball and both hats,False,,,,,,,,,,,,False,,False,False,15
18457,i need the ball and a book or both books . your pick or we can't make a deal .,False,,,,,,,,,,,,False,,False,False,34
18458,you are positive you can't agree to either of those two options ?,False,,,,,,,,,,,,False,,False,False,16
18459,"ha , you are drunk ! i need both books and 1 hat",False,,,,,,,,,,,,False,,False,False,29
18460,"nope , how about i get the ball , 1 hat and 1 book",False,,,,,,,,,,,,False,,False,False,29
18461,nope,False,,,,,,,,,,,No Deal,False,,False,True,-1
18462,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18463,i can't,False,,,,,,,,,,,,False,,False,False,16
18464,you can all of the books if i can get the hat and ball .,False,,,,,,,,,,,,False,,False,False,37
18465,"yes , i agree to that . you get 3 books and 1 hat . i get the ball and 1 hat .",False,,,,,,,,,,,,False,,False,False,7
18466,so i get 3 books and 1 hat ?,False,,,,,,,,,,,,False,,False,False,7
18467,i would like the hats and 1 book,False,,,,,,,,,,,,False,,False,False,-1
18468,"i don't think it would look good you , you should let me have it",False,,,,,,,,,,,,False,,False,False,16
18469,you can have the rest of the stuff,False,,,,,,,,,,,,False,,False,False,16
18470,but i want to be a redora wearing neckbeard,False,,,,,,,,,,,,False,,False,False,19
18471,ok no deal,False,,,,,,,,,,,No Deal,False,,False,True,-1
18472,i cannot give up the hat,False,,,,,,,,,,,,False,,False,False,19
18473,no thanks,False,,,,,,,,,,,,False,,False,False,16
18474,i cannot give up the hat . no deal,False,,,,,,,,,,,,False,,False,False,19
18475,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18476,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18477,i need 1 hat and 2 books,False,,,,,,,,,,,,False,,False,False,20
18478,no i need the hat,False,,,,,,,,,,,,False,,False,False,19
18479,alright 1 hat and 2 books deal,False,2,1,,,,,,,,,Yes,False,,False,True,20
18480,would you consider taking everything but the hat ?,False,,,,,,,,,,,,False,,False,False,19
18481,okay . you can have a hat and 2 books . i'll take the rest .,False,,,,,,,,,,,,False,,False,False,20
18482,that unfortunately will not work for me . if i can take the books you can have the rest,False,,,,,,,,,,,,False,,False,False,-1
18483,if i can have two books and the two balls you can have one book and the hat,False,,,,,,,,,,,,False,,False,False,25
18484,you would like 2 balls and the hat ?,False,,,,,,,,,,,,False,,False,False,19
18485,okay you can have two balls and the hat and i will take the books . thank you !,False,,,,,,,,,,,,False,,False,False,25
18486,i'll take 3 books and a hat .,False,,,,,,,,,,,,False,,False,False,7
18487,2 books and a hat please .,False,,,,2,1,,,,,,,False,,False,True,20
18488,2 balls and the hat ?,False,,1,2,,,,,,,,,False,,False,True,19
18489,yes,False,,,,,,,,,,,Full,False,,False,True,9
18490,"unfortunately , that will not work for me . if i can have the book and one hat you can have one hat and the balls",False,,,,,,,,,,,,False,,False,False,34
18491,great ! thank you !,False,,,,,,,,,,,Full,False,,False,True,-1
18492,i would like 2 hats 2 books,False,,,,,,,,,,,,False,,False,False,20
18493,ok,False,,,,,,,,,,,Full,False,,False,True,5
18494,ok,False,,,,,,,,,,,Full,False,,False,True,5
18495,ok i ll leave you the book and two hats .,False,,,,,,,,,,,,False,,False,False,20
18496,i will take the book and the hat . you can have all 3 balls .,False,,,,,,,,,,,,False,,False,False,7
18497,no . i need the book . i can take the book and 2 balls .,False,,,,,,,,,,,,False,,False,False,25
18498,i need the book .,False,,,,,,,,,,,,False,,False,False,-1
18499,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
18500,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18501,would you rather have that than have everything but the hat ?,False,,,,,,,,,,,,False,,False,False,19
18502,alright .,False,,,,,,,,,,,Full,False,,False,True,16
18503,yes .,False,,,,,,,,,,,Full,False,,False,True,16
18504,ill give you the books if i can have the hat and ball,False,,,,,,,,,,,,False,,False,False,33
18505,i need the hat and ball,False,,,,,,,,,,,,False,,False,False,19
18506,so deal the hat and ball for me,False,,,,,,,,,,,,False,,False,False,15
18507,you can have the hats,False,,,,,,,,,,,,False,,False,False,19
18508,naw 4 hats for you,False,,,,,,,,,,,,False,,False,False,26
18509,deal 4 hats for you and 1 book and 1 ball for me,False,,,,,,,,,,,Full,False,,False,True,26
18510,how about i get either the book or the ball with one hat ?,False,,,,,,,,,,,,False,,False,False,29
18511,ok .,False,,,,,,,,,,,Full,False,,False,True,16
18512,"i would like the book and ball , you can have the 4 hats",False,,,,,,,,,,,,False,,False,False,26
18513,how about the book and 3 hats,False,,,,,,,,,,,,False,,False,False,7
18514,i have to have the ball . you can have the book and 2 hats .,False,,,,,,,,,,,,False,,False,False,25
18515,okay .,False,,,,,,,,,,,Full,False,,False,True,16
18516,"only a little . how about i take the ball and the books , and you take the hats ?",False,,,,,,,,,,,,False,,False,False,35
18517,that'll only leave me with 5 points and i'll be sad . unless you will only 5 points too .,False,,,,,,,,,,,,False,,False,False,26
18518,"poor thing ! okay , fine . i'll take everything but the ball . phhht . enjoy it !",False,,,,,,,,,,,,False,,False,False,19
18519,"hey there , do you have any interest in the hats ?",True,,,,,,,,,,,,False,,False,False,19
18520,i'd really like the ball and would be willing to give you everything else . the other items are not of much value to me .,False,,,,,,,,,,,,False,,False,False,19
18521,the ball is literally the only thing with value .,False,,,,,,,,,,,,False,,False,False,19
18522,i'll take the hat and balls if that's ok ?,False,,,,,,,,,,,,False,,False,False,15
18523,ok,False,,,,,,,,,,,Full,False,,False,True,5
18524,you can have a hat and a ball . i'll take 1 ball and the books,False,,,,,,,,,,,,False,,False,False,29
18525,let me get that hat and a book .,False,,,,,,,,,,,,False,,False,False,18
18526,"hat and one book , you can have all three balls and the other book .",False,,,,,,,,,,,,False,,False,False,7
18527,i'm trying to walk away with 50 / 50 here and i need one of those books to do so .,False,,,,,,,,,,,,False,,False,False,34
18528,"seems this is stacked against us here then , you can have both books and two balls and i'll take the hat and a ball then .",False,,,,,,,,,,,,False,,False,False,25
18529,"you can have the hat , the rest to me",False,,,,,,,,,,,,False,,False,False,19
18530,"that wouldn't be fair to me , sorry",False,,,,,,,,,,,,False,,False,False,16
18531,"yep , 50 / 50 is what i'm going for , too",False,,,,,,,,,,,,False,,False,False,-1
18532,"ok , i lose , but it's a deal",False,,,,,,,,,,,,False,,False,False,16
18533,both balls and a book to me,False,,,,,,,,,,,,False,,False,False,28
18534,one each for each person,False,,,,,,,,,,,,False,,False,False,16
18535,you can have all the books and the hats if i canhave the balls . i need two balls . . . i'm a eunech,False,,,,,,,,,,,,False,,False,False,25
18536,2 hats and a ball or the book,False,?,2,?,,,,,,,,,False,,False,True,25
18537,how about you get two hats,False,,,,,,,,,,,,False,,False,False,19
18538,ok two hats and one ball for you,False,,,,,,,,,,,,False,,False,False,19
18539,deal,False,,,,,,,,,,,Full,False,,False,True,0
18540,i need the ball and at least one book .,False,,,,,,,,,,,,False,,False,False,-1
18541,hello !,True,,,,,,,,,,,,False,,False,False,10
18542,i don't know how to bargain since we're not supposed to take the first offer . . .,False,,,,,,,,,,,,False,,False,False,16
18543,how about you take the book and 2 hats and i take 1 hat and the rest ?,False,,,,,,,,,,,,False,,False,False,20
18544,i need th book and all hats you take th rest,False,,,,,,,,,,,,False,,False,False,-1
18545,okay i will divide evenly you say yes 1 book and you tak 2 hats,False,,,,,,,,,,,,False,,False,False,20
18546,i would like 1 book and 1 hat .,False,,,,,,,,,,,,False,,False,False,27
18547,deal,False,,,,,,,,,,,Full,False,,False,True,0
18548,okay sounds great,False,,,,,,,,,,,,False,,False,False,16
18549,ill take the ball and give you everything else,False,,,,,,,,,,,,False,,False,False,19
18550,hi i would like 2 books and a ball if that's okay .,True,,,,,,,,,,,,False,,False,False,25
18551,well i only have 2 hats,False,,,,,,,,,,,,False,,False,False,19
18552,"well that's leaves an extra book , so can i have 2 books and the ball ?",False,,,,,,,,,,,,False,,False,False,25
18553,may i have 3 hats in exchange please ?,False,,,,,,,,,,,,False,,False,False,7
18554,i will take 2 hats and give you 1 book and a ball,False,,,,,,,,,,,,False,,False,False,25
18555,deal,False,,,,,,,,,,,Full,False,,False,True,0
18556,can i have the hat and the balls ?,False,,,,,,,,,,,,False,,False,False,15
18557,ok then,False,,,,,,,,,,,,False,,False,False,16
18558,"sure , i`ll take the 4 books",False,,,,,,,,,,,,False,,False,False,26
18559,i want all three balls and the book .,False,,,,,,,,,,,,False,,False,False,7
18560,"how about if i take all three balls and the hat , instead ?",False,,,,,,,,,,,,False,,False,False,7
18561,"you can have all 3 balls , but i would like the book and the hat .",False,,,,,,,,,,,,False,,False,False,7
18562,deal,False,,,,,,,,,,,Full,False,,False,True,0
18563,"hey , i like the three hats and either the book or the ball",True,,,,,,,,,,,,False,,False,False,7
18564,i can give you one book or one ball,False,,,,,,,,,,,,False,,False,False,29
18565,ok,False,,,,,,,,,,,Full,False,,False,True,5
18566,i can do one hat . but i'll need the book and ball .,False,,,,,,,,,,,,False,,False,False,29
18567,how about i take the book and ball and give you all three hats ?,False,,,,,,,,,,,,False,,False,False,7
18568,sounds good . deal !,False,,,,,,,,,,,,False,,False,False,16
18569,i need the books and the hats,False,,,,,,,,,,,,False,,False,False,24
18570,fine,False,,,,,,,,,,,Full,False,,False,True,-1
18571,no deal . you can have the hats and ill take the balls and books,False,,,,,,,,,,,,False,,False,False,35
18572,my bottom line here is i need any three objects - they can be whatever but if i dont get three i cant deal,False,,,,,,,,,,,,False,,False,False,7
18573,deal,False,,,,,,,,,,,Full,False,,False,True,0
18574,i would like the hat and either 2 balls or 2 books .,False,,,,,,,,,,,,False,,False,False,25
18575,"ok , you can have 2 books and a 1 ball . deal ?",False,,,,,,,,,,,,False,,False,False,25
18576,how about no . you can give me 1 book . and i want 2 balls as well .,False,,,,,,,,,,,,False,,False,False,25
18577,okay i will give you two hats for the 1 book,False,,,,,,,,,,,,False,,False,False,20
18578,yeah then accept it . two hats and give me the book,False,,,,,,,,,,,,False,,False,False,20
18579,"no i want the book , you can have all the balls",False,,,,,,,,,,,,False,,False,False,37
18580,fine take the book but i want all the balls and hats,False,,,,,,,,,,,,False,,False,False,37
18581,"ok , i want 10 books , you can have the rest , final deal",False,,,,,,,,,,,,False,,False,False,26
18582,k bye . i'm only taking 1 book,False,,,,,,,,,,,,False,,False,False,-1
18583,we are both wasting our time,False,,,,,,,,,,,,False,,False,False,16
18584,i want the book . i don't even get any points for it .,False,,,,,,,,,,,,False,,False,False,34
18585,i've done these hits a million times . you get the bonus either way,False,,,,,,,,,,,,False,,False,False,19
