,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
2718,i just want one hat .,,,,,,,,,
2719,"hello , how about i take 1 hat , and you can have the rest ?",,,,,,,,,
2720,the ball and two books for me ; the hat and a book for you . . . whaddya say ?,,,,,,,,,
2721,i will gve up the books if i can have the hats and balls,,,,,,,,,
2722,need book and hats,,,,,,,,,
2723,you can have the books and ball . i need the hats',,,,,,,,,
2724,i'd like the book and both hats please,,,,,,,,,
2725,can i have the two hats and the books ?,,,,,,,,,
2726,i'd like the ball and the hat,,,,,,,,,
2727,gimme the hat and the ball,,,,,,,,,
2728,i would like the books and the ball .,,,,,,,,,
2729,each get one of each ?,,,,,,,,,
2730,"im in need of the hat and two balls . . . book and one ball to you , what do ya think ?",,,,,,,,,
2731,"i will give you a hat , a book and the ball .",,,,,,,,,
2732,i would like the hat and the ball you can have 4 books,,,,,,,,,
2733,what would you like today ?,,,,,,,,,
2734,"hi , can i have the hats and the ball ? you can have the 4 books",,,,,,,,,
2735,i would like the book and two balls,,,,,,,,,
2736,give me books and ball,,,,,,,,,
2737,hello /,,,,,,,,,
2738,can i have the hat and 2 balls ? you can have the rest,,,,,,,,,
2739,could i have the ball and the hat and you can have all four books ?,,,,,,,,,
2740,hi . i'd like a book and a ball .,,,,,,,,,
2741,"hello , i'd really like some books and balls",,,,,,,,,
2742,"hello there . if i can have both the books , the rest can be yours .",,,,,,,,,
2743,"hello i need the balls , you can have the rest .",,,,,,,,,
2744,gimme balls,,,,,,,,,
2745,"hi there , how's it going ?",,,,,,,,,
2746,i'd like a ball and 2 books and you can have all the hats . deal ?,,,,,,,,,
2747,i'll give you the ball if i can have the rest .,,,,,,,,,
2748,"i want both balls , the hat , and one book .",,,,,,,,,
2749,"hello , i would like the book and 2 of the remaining items , your preference",,,,,,,,,
2750,can i have one book the hat and a ball ?,,,,,,,,,
2751,what would you like,,,,,,,,,
2752,i can let you have all the balls in return for the books and hat .,,,,,,,,,
2753,i'd like hats .,,,,,,,,,
2754,"may i have the hat , the ball and a book ?",,,,,,,,,
2755,give me three hats,,,,,,,,,
2756,i'd like the hats .,,,,,,,,,
2757,i just want the ball,,,,,,,,,
2758,"i'd like the hat , the rest to you",,,,,,,,,
2759,can i have the ball and two hats,,,,,,,,,
2760,"hi , i would like 2 books and 2 balls if possible .",,,,,,,,,
2761,would you like the book ?,,,,,,,,,
2762,hi i would like the ball and books . you can have the hats,,,,,,,,,
2763,if i can have the ball and the books you can have all of the hats,,,,,,,,,
2764,what would you like,,,,,,,,,
2765,give me the books and balls,,,,,,,,,
2766,i need the ball and two books .,,,,,,,,,
2767,can i have the hats and the ball ?,,,,,,,,,
2768,book and hats,,,,,,,,,
2769,can i get two hats and two balls ?,,,,,,,,,
2770,i will give you a good deal . i take the ball and a hat . the rest is yours,,,,,,,,,
2771,gimme ball and book,,,,,,,,,
2772,i'd like the book . you can have the rest .,,,,,,,,,
2773,i ; 'd like the book and 3 hats ; are the balls of value to you ?,,,,,,,,,
2774,i want the hat and balls,,,,,,,,,
2775,i get hat and book you get all the balls,,,,,,,,,
2776,i'd like hat and 2 balls,,,,,,,,,
2777,give me the hats and one book and one ball,,,,,,,,,
2778,how about i take one of each object and you take the remaining 3 hats ?,,,,,,,,,
2779,what do you want ?,,,,,,,,,
2780,i can give you three balls and a hat for the book .,,,,,,,,,
2781,basketball and 4 books for me . hat for you ?,,,,,,,,,
2782,i would like the books and 1 ball .,,,,,,,,,
2783,"i'd like the balls and the hat , you can keep the books !",,,,,,,,,
2784,"hi , i just want the book",,,,,,,,,
2785,can i have the book and 1 hat,,,,,,,,,
2786,"i'll take the hats , you can have the rest",,,,,,,,,
2787,i'll take the hat and a ball and you can have everything else if that's ok,,,,,,,,,
2788,i'll take the balls . you can have the rest .,,,,,,,,,
2789,i want the ball and books,,,,,,,,,
2790,if i can have the hat and the books you can have the balls,,,,,,,,,
2791,if i can have the ball and the hat you can have the books,,,,,,,,,
2792,hey there ! i'd like the ball and the hats ; how are the books looking for you ?,,,,,,,,,
2793,if i can have one of each you can have two balls,,,,,,,,,
2794,if i can have the ball and the hats you can have the books,,,,,,,,,
2795,i keep the ball you get the rest,,,,,,,,,
2796,"i'd like book , hats and 1 ball",,,,,,,,,
2797,i want the book .,,,,,,,,,
2798,if i take the hats you can have the rest,,,,,,,,,
2799,i can offer the hat and 2 balls,,,,,,,,,
2800,i'd be content with just the ball,,,,,,,,,
2801,i'd like all of the balls,,,,,,,,,
2802,if i can have the balls and one hat you can have the rest,,,,,,,,,
2803,ca i have the ball and books and you can take all the hats ?,,,,,,,,,
2804,i will take the hat and the ball you can have all the books .,,,,,,,,,
2805,i'll take 3 balls and the hat,,,,,,,,,
2806,"i want the books , you can have the rest",,,,,,,,,
2807,i would like the books and the hats,,,,,,,,,
2808,"gimme the balls , you take rest",,,,,,,,,
2809,"i would like the hats , and either the ball or book also",,,,,,,,,
2810,hi . ill take the book and hat and you can have all the balls,,,,,,,,,
2811,can i get the ball ?,,,,,,,,,
2812,i want two and one of the books and balls .,,,,,,,,,
2813,could i get the hat and one ball ?,,,,,,,,,
2814,what item is worth the most to you ?,,,,,,,,,
2815,i can let you have two hats .,,,,,,,,,
2816,"i want the book , hat and a ball",,,,,,,,,
2817,which item is most important to you ?,,,,,,,,,
2818,i just want the ball,,,,,,,,,
2819,could i have the book and the ball ?,,,,,,,,,
2820,i'd like 2 hats and 1 ball .,,,,,,,,,
2821,"you take one book and one ball ,",,,,,,,,,
2822,i just want two books,,,,,,,,,
2823,i would like both hats for surew,,,,,,,,,
2824,ill take the ball and books you can have the hats,,,,,,,,,
2825,hi i need the hat and 1 ball,,,,,,,,,
2826,i would like all 3 books and you could take the rest ?,,,,,,,,,
2827,i will take the hat and basketball you can have the 3 books,,,,,,,,,
2828,can i have the hat and 2 balls ?,,,,,,,,,
2829,hi i would like the hat and books,,,,,,,,,
2830,"i'll take the hat and book , you can have the balls",,,,,,,,,
2831,what do you want ?,,,,,,,,,
2832,what would you like ?,,,,,,,,,
2833,gimme the book,,,,,,,,,
2834,i need the hat and 1 book please .,,,,,,,,,
2835,i'd like the hat and book .,,,,,,,,,
2836,"i'd like the book , rest to you",,,,,,,,,
2837,"hi , can i have one book and one ball ?",,,,,,,,,
2838,i would like the ball and the books .,,,,,,,,,
2839,i need the book and two hats,,,,,,,,,
2840,"hello , i'll take the hat and 2 balls",,,,,,,,,
2841,i just want the hat and 2 books,,,,,,,,,
2842,i want the hat and 2 books,,,,,,,,,
2843,hello i would like the hats and the books or the balls,,,,,,,,,
2844,i'd like ball and 2 hats .,,,,,,,,,
2845,"i would like the book , the hat , and a ball",,,,,,,,,
2846,"i really need the book , and i'd like the balls too",,,,,,,,,
2847,best i can do is book and 2 hats or book and 2 balls,,,,,,,,,
2848,i'd like balls .,,,,,,,,,
2849,hi i would like the book and balls . you can have the hats,,,,,,,,,
2850,i would like the hat and the book and you can have all the balls .,,,,,,,,,
2851,i would like the hat and the books .,,,,,,,,,
2852,if i can have the hat and the balls you can have the books,,,,,,,,,
2853,i got 3 balls,,,,,,,,,
2854,i want the ball and atleast three books please,,,,,,,,,
2855,"hi , i need the ball and 1 hat",,,,,,,,,
2856,"i'll take the hat and balls , you can have the books",,,,,,,,,
2857,"i want the book and the ball , you can have the hats .",,,,,,,,,
2858,"hi , can i have the book and 2 hats ?",,,,,,,,,
2859,"hello . i'll take two books , a hat and the ball",,,,,,,,,
2860,i would like the 2 books and you can have the rest .,,,,,,,,,
2861,i will take the book and hats you take the balls,,,,,,,,,
2862,i will take the basketball and book . you take the hats,,,,,,,,,
2863,i would like the hats and the balls .,,,,,,,,,
2864,hello . i would like 2 basketballs and one hat .,,,,,,,,,
2865,"i would like 2 hats , you can have the rest",,,,,,,,,
2866,hello i would like the hats and the book,,,,,,,,,
2867,"hi , can i just take the 2 balls ?",,,,,,,,,
2868,can i get the two books and the hats ?,,,,,,,,,
2869,what is most valuable to you ?,,,,,,,,,
2870,if i can have the book and the balls you can have the hats,,,,,,,,,
2871,what would you like,,,,,,,,,
2872,i get the ball you get the rest .,,,,,,,,,
2873,i'll take one hat and one ball and i will give you three books . will this work for you ?,,,,,,,,,
2874,i like the books,,,,,,,,,
2875,i'll give you 1 hat for 1 book and 2 balls,,,,,,,,,
2876,i want the hat and books,,,,,,,,,
2877,i'd like the hat .,,,,,,,,,
2878,i want the books,,,,,,,,,
2879,you can have the book,,,,,,,,,
2880,"hello ! how about i keep the ball , and you can have all of the hats and books ?",,,,,,,,,
2881,gimme the hats and book,,,,,,,,,
2882,can i have 2 balls and 2 hats,,,,,,,,,
2883,you can have the balls i want the rest,,,,,,,,,
2884,the hat looks real real good to me . don't think i could give it up . what are your thoughts ?,,,,,,,,,
2885,give me the books and hats .,,,,,,,,,
2886,"what if i take 1 book , 1 hat and 1 ball",,,,,,,,,
2887,i need the ball and books,,,,,,,,,
2888,i'd like the book and the balls .,,,,,,,,,
2889,i want everything .,,,,,,,,,
2890,hi i would like the hats and 2 books,,,,,,,,,
2891,i would like the hats and the book .,,,,,,,,,
2892,what would you like,,,,,,,,,
2893,i'll take the hat and book,,,,,,,,,
2894,i need two of the hats and the ball,,,,,,,,,
2895,"id like the book , 2 hats and a ball . . . what do you think ?",,,,,,,,,
2896,"i'll take the ball , the hat and 1 book .",,,,,,,,,
2897,i want both hats rest for you,,,,,,,,,
2898,hey there . i want all the balls .,,,,,,,,,
2899,i want the ball and books,,,,,,,,,
2900,i need the book and 2 balls,,,,,,,,,
2901,i want the hat,,,,,,,,,
2902,i'd like hat . you can have the rest .,,,,,,,,,
2903,"hello , i'd like the balls and hat . you can have the books .",,,,,,,,,
2904,i would like the hats,,,,,,,,,
2905,hi i would like the hats and ball and you can have the books,,,,,,,,,
2906,i'd like balls and book .,,,,,,,,,
2907,hello i'm very interested in the books and balls,,,,,,,,,
2908,if i can have the ball and the book you can have the hats,,,,,,,,,
2909,i would like the hats and the balls .,,,,,,,,,
2910,could i have the book and 2 hats,,,,,,,,,
2911,i'll take the hat and 2 balls,,,,,,,,,
2912,hi i would like the book and hat and you can have the balls,,,,,,,,,
2913,if i can have the balls and one book you can have the hat and one book,,,,,,,,,
2914,i would like the books and the balls .,,,,,,,,,
2915,"hey , i want the ball and two hats",,,,,,,,,
2916,i need the balls and the hat,,,,,,,,,
2917,"i need the hats , you can have the rest",,,,,,,,,
2918,gimme hat and 2 books,,,,,,,,,
2919,hi i would like the hats and balls and you can have the book,,,,,,,,,
2920,i would like the hats and the book .,,,,,,,,,
2921,i want the book and the hats,,,,,,,,,
2922,i would like the hats and 2 books,,,,,,,,,
2923,you can have a hat and a ball i'll take the rest .,,,,,,,,,
2924,i want the books and hats,,,,,,,,,
2925,"hello , i would like the book and either the balls or the hats please",,,,,,,,,
2926,i need the book and 1 hat,,,,,,,,,
2927,i just wat the 2 hats,,,,,,,,,
2928,if ic an have the balls and book you can have all three hats,,,,,,,,,
2929,hi i would like the books and balls and you can have the hat,,,,,,,,,
2930,"i need all three books , you can have the rest",,,,,,,,,
2931,i'd like 2 books and 1 hat please .,,,,,,,,,
2932,what would you like,,,,,,,,,
2933,i'd like the book and 1 hat .,,,,,,,,,
2934,how about two books and the ball for me ?,,,,,,,,,
2935,i'd like the ball and the books and you can have the 2 hats,,,,,,,,,
2936,hey i want two books a ball and a hat,,,,,,,,,
2937,if i can have the book and the balls you can have the hat,,,,,,,,,
2938,"i'll take the hats and one ball , and you can have the rest .",,,,,,,,,
2939,i would like 1 book and 2 balls .,,,,,,,,,
2940,i'd like 2 hats and a ball please .,,,,,,,,,
2941,i would like the hat and the ball,,,,,,,,,
2942,you keep the balls i keep the hat and the book,,,,,,,,,
2943,i need the hat and 2 books,,,,,,,,,
2944,i can give you all the hats,,,,,,,,,
2945,i need all the books,,,,,,,,,
2946,give me the books and 2 balls,,,,,,,,,
2947,the ball and the book are what i covet . . . i can cede the books,,,,,,,,,
2948,"i need hats for sure , and i want books , too . how about you ?",,,,,,,,,
2949,you take the hat i take the ball and the books,,,,,,,,,
2950,i could use the books and you can have everything else,,,,,,,,,
2951,id like the hats and ball,,,,,,,,,
2952,gimme the hat and book,,,,,,,,,
2953,what would you like today ?,,,,,,,,,
2954,i'd like the hat and all balls,,,,,,,,,
2955,i would like the 2 hats and the ball .,,,,,,,,,
2956,i'll take the ball and 2 books,,,,,,,,,
2957,i would like the 2 hats and 2 books and you could keep all the three balls,,,,,,,,,
2958,i would like 2 balls and 2 hats,,,,,,,,,
2959,"all hats to me , you have rest",,,,,,,,,
2960,no deal button not appearing,,,,,,,,,
2961,i would like 2 books 1 hat,,,,,,,,,
2962,i i can have the books you can have the rest,,,,,,,,,
2963,hi i would like the book and hat and you can have the balls,,,,,,,,,
2964,give me all books and a ball,,,,,,,,,
2965,if i can have the books you can have the rest,,,,,,,,,
2966,"i need a ball , can we split up the rest",,,,,,,,,
2967,"i'll take the books , you can have everything else",,,,,,,,,
2968,i want the hat a book and the ball,,,,,,,,,
2969,i keep book you get everythign else,,,,,,,,,
2970,can i get the ball and one hat ?,,,,,,,,,
2971,give me all books,,,,,,,,,
2972,i want the hat and all the balls,,,,,,,,,
2973,give me the hat and balls,,,,,,,,,
2974,"hello there ! i'd like the book and the hats , balls can be yours !",,,,,,,,,
2975,how would you like all of the books ? i would take everything else .,,,,,,,,,
2976,if i can have the book and the ball you can have the hats,,,,,,,,,
2977,i'd like the balls and you can have the hat and books,,,,,,,,,
2978,if i can have the ball and the books you can have the hats,,,,,,,,,
2979,i'd like the book and the hat you can keep all 4 balls .,,,,,,,,,
2980,i would like both books and a hat,,,,,,,,,
2981,"hello , i'd like the balls and am willing to give you the book and hat in return",,,,,,,,,
2982,i'll take the hats and give you the rest .,,,,,,,,,
2983,give me the books and balls,,,,,,,,,
2984,i will give you all of the hats for one ball .,,,,,,,,,
2985,"hi , can i take the hat and 2 balls ?",,,,,,,,,
2986,i will give you everything minus the one basketball .,,,,,,,,,
2987,the book the hat and a ball .,,,,,,,,,
2988,i only want the hats,,,,,,,,,
2989,"i want the ball and two books , you can have the hats .",,,,,,,,,
2990,gimme book and 2 balls,,,,,,,,,
2991,two balls and a book,,,,,,,,,
2992,i'd like the book and one hat,,,,,,,,,
2993,i would like the ball and the book and you can have the rest .,,,,,,,,,
2994,i'll take the books . . . . . you can have the rest if you like .,,,,,,,,,
2995,give me book,,,,,,,,,
2996,what would you like,,,,,,,,,
2997,i'd like the hats and balls,,,,,,,,,
2998,i would like 2 balls and 1 book please .,,,,,,,,,
2999,i woud like the book and one hat,,,,,,,,,
3000,i will take the basketball and the hats you can have the books,,,,,,,,,
3001,"hi , i need the hat and 2 books",,,,,,,,,
3002,one of each,,,,,,,,,
3003,"so , if i can have the book and the hat , i'll gladly give you all three balls .",,,,,,,,,
3004,i'll take the books and hat if you want the balls,,,,,,,,,
3005,hi . ill take the balls and books and you can have the hat,,,,,,,,,
3006,i want 3 hats,,,,,,,,,
3007,gimme hats and ball,,,,,,,,,
3008,i just love those books and hats,,,,,,,,,
3009,i keep the ball you get eveyrthing else,,,,,,,,,
3010,i'll give you 4 hats and keep the book and the basketball,,,,,,,,,
3011,you can have the balls,,,,,,,,,
3012,you can have the balls if i can have the rest,,,,,,,,,
3013,i'll let you have everything else if i can have the ball .,,,,,,,,,
3014,"hey , can i have everything ?",,,,,,,,,
3015,"hi , i want the book and a ball .",,,,,,,,,
3016,i'd like the books .,,,,,,,,,
3017,you take all the balls and i keep the rest,,,,,,,,,
3018,give me balls and aht,,,,,,,,,
3019,i'd really like both books . everything else is negotiable for me . how about you ?,,,,,,,,,
3020,how does this deal work for you ?,,,,,,,,,
3021,"hi , i would like the ball and books and you can have the hat",,,,,,,,,
3022,"i'd like 1 ball , 1 hat and 1 book . deal ?",,,,,,,,,
3023,you take the hats and i will take the book and the ball,,,,,,,,,
3024,gimme the books,,,,,,,,,
3025,i wouldl like the basketball please .,,,,,,,,,
3026,i'd like the hat and the books .,,,,,,,,,
3027,i would like a hat and a ball,,,,,,,,,
3028,i just want the hats,,,,,,,,,
3029,i'd like 2 balls and 2 books please .,,,,,,,,,
3030,i would like the book and the hat,,,,,,,,,
3031,i'd like book and hat .,,,,,,,,,
3032,i'll let you have everything else if i can have the hat and 1 ball .,,,,,,,,,
3033,can i have the ball and two books ?,,,,,,,,,
3034,i want the hats,,,,,,,,,
3035,i'd like book and 2 hats,,,,,,,,,
3036,"hello ! i would like 1 hat , 1 book , and 1 basketball , and the rest is yours .",,,,,,,,,
3037,i would like the books and ball .,,,,,,,,,
3038,"how about the balls for me , the book and hats for you ?",,,,,,,,,
3039,if i can have the book and the hat you can have the balls,,,,,,,,,
3040,"ball and book to me , else to you",,,,,,,,,
3041,i need the balls and the book,,,,,,,,,
3042,gimme the book and a coupon for a taco bell chalupa,,,,,,,,,
3043,what do you want ?,,,,,,,,,
3044,i would like all the balls and 2 other items of your choosing .,,,,,,,,,
3045,hi i would like the balls and 1 hat and you can have the books and 1 hat,,,,,,,,,
3046,"you take the hats , i get the book and the balls",,,,,,,,,
3047,i would like the books and the hat,,,,,,,,,
3048,"you take the hats and the ball , i take the books",,,,,,,,,
3049,"i would like a book , a ball , and a hat .",,,,,,,,,
3050,"need hat , you have rest",,,,,,,,,
3051,i'd like both books and one hat or ball .,,,,,,,,,
3052,"hi ! id like the balls , and you can have the rest .",,,,,,,,,
3053,i would like the three books and the ball .,,,,,,,,,
3054,you can have all 3 hats,,,,,,,,,
3055,i would like the balls and the book .,,,,,,,,,
3056,"i would like to keep the ball and 2 books , you can have the rest .",,,,,,,,,
3057,you take the book and a hat and i will take the ball and 2 hats,,,,,,,,,
3058,"greetings ! i the great mauve power ranger come to request of you one hat and two balls , so i can set off in my ventures to save the world !",,,,,,,,,
3059,if i could have the ball and two hats that would be spiffy,,,,,,,,,
3060,"you can have 3 books , i will take the rest",,,,,,,,,
3061,can i have the book and the balls ?,,,,,,,,,
3062,i would like the book and the balls .,,,,,,,,,
3063,hey would you willing to give any balls ?,,,,,,,,,
3064,i would like 1 of each,,,,,,,,,
3065,can i have a hat please ?,,,,,,,,,
3066,i'd like the book and three balls .,,,,,,,,,
3067,you take the books and i get the hat and ball,,,,,,,,,
3068,you get a ball and a book,,,,,,,,,
3069,hello,,,,,,,,,
3070,"i need the hats , the rest to you",,,,,,,,,
3071,gimme the balls and a hat,,,,,,,,,
3072,could i have the ball and two books ?,,,,,,,,,
3073,can i get the balls and book ?,,,,,,,,,
3074,i would like 2 books and 1 hat,,,,,,,,,
3075,give me ball and hats,,,,,,,,,
3076,i would like the book and the hat and you can have the rest .,,,,,,,,,
3077,i want the book and the hat,,,,,,,,,
3078,"hello , is there anything you're particularly interested in ?",,,,,,,,,
3079,i would like the ball and the book .,,,,,,,,,
3080,i would like 1 ball and 2 hats,,,,,,,,,
3081,can i have the book and balls please ?,,,,,,,,,
3082,if i can have the hat and the ball you can have all of the books,,,,,,,,,
3083,i need both balls and the book,,,,,,,,,
3084,"ball to me , along with 3 hats",,,,,,,,,
3085,i can take the book and you can have the rest of the items,,,,,,,,,
3086,"hi , i need 4 books and 2 hats",,,,,,,,,
3087,i take the book and you can have the rest,,,,,,,,,
3088,i'll take the hat . you can have the rest .,,,,,,,,,
3089,i'm a basketball loving turker . mind if i take the ball and leave everything else to you ?,,,,,,,,,
3090,if i can have the ball and the books you can have the hats,,,,,,,,,
3091,"i'll take the ball , and either 1 book , or 1 hat , and you take the rest ?",,,,,,,,,
3092,i'd like one hat one book and one ball,,,,,,,,,
3093,i would like the ball and book,,,,,,,,,
3094,i'll take all the hats and both the balls .,,,,,,,,,
3095,"i'd like to have the hat and the book please , kindly thank you",,,,,,,,,
3096,i need the 3 hats .,,,,,,,,,
3097,i'm a book worm,,,,,,,,,
3098,if i can have the hats and the book you can have the balls,,,,,,,,,
3099,what do you want ?,,,,,,,,,
3100,i'll take the hat you can have all the rest .,,,,,,,,,
3101,ill give you 1 book and 1 ball,,,,,,,,,
3102,i would like the ball and 2 hats please,,,,,,,,,
3103,i get book and balls you get the hat,,,,,,,,,
3104,hi i would like the hats and books and you can have the balls,,,,,,,,,
3105,i would like 1 of each,,,,,,,,,
3106,i'd like the basketball and book and you can have all the hats,,,,,,,,,
3107,if i can have the ball and the books you can have the hats,,,,,,,,,
3108,i'll take the book and you can have the rest ?,,,,,,,,,
3109,"all balls to me , the rest to you",,,,,,,,,
3110,"i'd like that ball , a nice hat , and one book .",,,,,,,,,
3111,i want one book and one ball,,,,,,,,,
3112,i'd like two hats and two balls,,,,,,,,,
3113,i'll take the hats if you want everything else .,,,,,,,,,
3114,i'd like the two balls and the hat .,,,,,,,,,
3115,you take the balls and i will take the hat and the book,,,,,,,,,
3116,"hello . i'd like a book , a hat and one ball .",,,,,,,,,
3117,can i get the book ?,,,,,,,,,
3118,if i can have the hat and the ball you can have the books,,,,,,,,,
3119,i want 2 balls 1 hat,,,,,,,,,
3120,i get the books and a hat you get the rest .,,,,,,,,,
3121,hi . i must have both books for this deal . you can take the hat and 3 balls .,,,,,,,,,
3122,you take all balls and i keep the rest,,,,,,,,,
3123,i'd like the ball and one hat,,,,,,,,,
3124,the hat and one and one book,,,,,,,,,
3125,"hello there . so , i'd really love to get the hat .",,,,,,,,,
3126,i want the balls and the books,,,,,,,,,
3127,"i'd like the hat and the ball , you can keep all 4 books . keep it simple .",,,,,,,,,
3128,hats and ball for me,,,,,,,,,
3129,i would like 1 book and 2 balls if i can .,,,,,,,,,
3130,i want the ball and hats .,,,,,,,,,
3131,hey,,,,,,,,,
3132,hi i need both hats and the ball,,,,,,,,,
3133,give me the book and ball,,,,,,,,,
3134,i would like the ball and 2 books,,,,,,,,,
3135,can i have 2 hats and book ?,,,,,,,,,
3136,i would like the book and balls .,,,,,,,,,
3137,1 book 4 hat 1 ball,,,,,,,,,
3138,if i can have the books i will give you everything else,,,,,,,,,
3139,i need the book and all of the balls,,,,,,,,,
3140,give me the book and ahts,,,,,,,,,
3141,i would like the balls and the hat or the balls and the books .,,,,,,,,,
3142,i want the hat and the balls,,,,,,,,,
3143,hi ill take the books and hats . you can have the balls,,,,,,,,,
3144,"hi , can i take the balls and the book ?",,,,,,,,,
3145,i'd like book and 1 ball .,,,,,,,,,
3146,could i have the books and a one hat ?,,,,,,,,,
3147,"i'd like the hat and the ball , you can keep the books ; or you're more than welcome to share .",,,,,,,,,
3148,hi i would like the hat and balls and you can have the books,,,,,,,,,
3149,"hello , can i have 4 balls and 1 book ?",,,,,,,,,
3150,i'll take the balls and a hat if that's cool ?,,,,,,,,,
3151,i would like the books and the balls .,,,,,,,,,
3152,all i want is the hats .,,,,,,,,,
3153,hi i would like the balls and hat and you can have the books,,,,,,,,,
3154,i need the book and the two hats . you can have the balls,,,,,,,,,
3155,give me hat and books,,,,,,,,,
3156,i'd like one of each item . i can give you the remaining three hats .,,,,,,,,,
3157,i would like the hat and one ball .,,,,,,,,,
3158,can i get the hats and the books ?,,,,,,,,,
3159,i'd like both balls and a book or two . does the hat hold any value to you ?,,,,,,,,,
3160,i would like the hat and the book,,,,,,,,,
3161,"hi , i would like the hat and books and you can have the balls",,,,,,,,,
3162,balls and books for me,,,,,,,,,
3163,if i can have the books you can have the hat and the ball,,,,,,,,,
3164,if i can have the books and the hat you can have the balls,,,,,,,,,
3165,the ball and one book,,,,,,,,,
3166,"i'm a cowboy who has a passion for sports . i need that hat , and i need that basketball .",,,,,,,,,
3167,i'd like book and hat and you can have the balls .,,,,,,,,,
3168,you can have the hats and 1 book if i can have 1 book and the ball,,,,,,,,,
3169,"i'd really love the hats , and also the book . what about you ?",,,,,,,,,
3170,i would like to offer you the hat,,,,,,,,,
3171,gimme the hat and ball,,,,,,,,,
3172,i want two hats and the book .,,,,,,,,,
3173,you can have the balls if i can have the book and hats,,,,,,,,,
3174,you can have both balls if i can have the book and hats,,,,,,,,,
3175,i'd like the ball and 3 hats .,,,,,,,,,
3176,"if i ca have the ball , you can have the rest",,,,,,,,,
3177,i would like the book and one ball,,,,,,,,,
3178,what are you looking at here ?,,,,,,,,,
3179,hello ! i'd like both hats and 1 book .,,,,,,,,,
3180,i need a hat and 1 book and 1 ball,,,,,,,,,
3181,i'd like 1 of each please,,,,,,,,,
3182,i want the book and ball .,,,,,,,,,
3183,i'll give a ball and a book,,,,,,,,,
3184,i need the books and 2 balls,,,,,,,,,
3185,i would like hat book and 2 balls,,,,,,,,,
3186,i'll give you all three balls and a book if i can have the rest .,,,,,,,,,
3187,two books all else to you,,,,,,,,,
3188,would you like the books ?,,,,,,,,,
3189,"ill take the books , you can have the rest",,,,,,,,,
3190,i'd like the book and ball please,,,,,,,,,
3191,i would like the hat and the balls .,,,,,,,,,
3192,you can have the hats,,,,,,,,,
3193,i would like 3 books and 1 ball .,,,,,,,,,
3194,i want the hat and books,,,,,,,,,
3195,what if i take the hat and one ball ?,,,,,,,,,
3196,i would like the book and hat .,,,,,,,,,
3197,i would like the book and the hats,,,,,,,,,
3198,what would you like,,,,,,,,,
3199,gimme the book and 2 hats,,,,,,,,,
3200,"i'll take the ball , both books , and a hat .",,,,,,,,,
3201,i would like the hat and 2 balls,,,,,,,,,
3202,i'd like hats . you can have rest .,,,,,,,,,
3203,i would 1 book and 2 hats .,,,,,,,,,
3204,i would like the two hats and a ball,,,,,,,,,
3205,i would like the books and ball,,,,,,,,,
3206,id like the book and one ball,,,,,,,,,
3207,i would like two balls and one book .,,,,,,,,,
3208,i would like the book and a ball,,,,,,,,,
3209,if i can have the hats and the book you can have the ball,,,,,,,,,
3210,i want the balls and hats,,,,,,,,,
3211,i will give one of each for two books and 1 ball,,,,,,,,,
3212,"hi , can i take the book and 2 balls ?",,,,,,,,,
3213,i would like the hats and the ball .,,,,,,,,,
3214,i want the book and three hats,,,,,,,,,
3215,you can have all the books if i get the ball and hats .,,,,,,,,,
3216,if i can have the hats and the books you can have the balls,,,,,,,,,
3217,i'd love the ball and a book .,,,,,,,,,
3218,i would like 1 book and 1 hat,,,,,,,,,
3219,you can have the hats,,,,,,,,,
3220,i'll take the book and two hats,,,,,,,,,
3221,what would you like,,,,,,,,,
3222,i need the hat and balls,,,,,,,,,
3223,i would like the book and the hat and you can have all 3 balls,,,,,,,,,
3224,which item is worth the most to you ?,,,,,,,,,
3225,can i have 3 books and 1 ball,,,,,,,,,
3226,ok you take all books and i keep the rest,,,,,,,,,
3227,i would like the books and balls .,,,,,,,,,
3228,"i need 1 ball , 1 hat , and 1 book",,,,,,,,,
3229,what would you like,,,,,,,,,
3230,hat and books,,,,,,,,,
3231,what are you looking at ? my values are pretty spread around .,,,,,,,,,
3232,how about i just take the ball and one book ?,,,,,,,,,
3233,i need two hats and you could keep the rest,,,,,,,,,
3234,"hey , so i want one of each",,,,,,,,,
3235,book and balls for me,,,,,,,,,
3236,how about you get two hats,,,,,,,,,
3237,give me the balls and hats,,,,,,,,,
3238,i want the hat and ball,,,,,,,,,
3239,i want the balls and hat,,,,,,,,,
3240,i,,,,,,,,,
3241,i need the ball and the books and you can have the hat,,,,,,,,,
3242,what would you like ?,,,,,,,,,
3243,if i can have the book and hat you can have the four balls .,,,,,,,,,
3244,"hi , i need 2 hats and one ball pls",,,,,,,,,
3245,i want a couple of things . i really want to read twice . and wear a hat,,,,,,,,,
3246,i would like both balls and you tak th rest,,,,,,,,,
3247,i want the hat and ball,,,,,,,,,
3248,i will give you the ball,,,,,,,,,
3249,i'd like books . you can have rest .,,,,,,,,,
3250,gimme the books and a ball,,,,,,,,,
3251,i'll give you 1 book and 1 hat,,,,,,,,,
3252,"hi , i would like the hats and balls and you can have the book .",,,,,,,,,
3253,"i need the hats and the books , you can have the ball",,,,,,,,,
